protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT03374774,A Non-interventional Study of Ability and Willingness to Pay for BIAsp 30 in a Real World Population With Type 2 Diabetes Mellitus (T2DM),COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,ADULT,Guwahati,India,False,BIAsp 30,18,13,11,2017,15,12,2017
NCT02251301,Milk Plus Exercise: A Novel Strategy to Treat Diabetes.,COMPLETED,University of British Columbia,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Kelowna,Canada,False,Skim Milk,40,1,1,2015,29,9,2014
NCT06084156,A Study to Evaluate the DDI of HSK7653 With Metformin,COMPLETED,"Haisco Pharmaceutical Group Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,HSK7653,18,10,8,2019,16,10,2023
NCT00760578,A Placebo Controlled Safety and Efficacy Study of MSDC-0160 in Type 2 Diabetes With Active Comparator,COMPLETED,Metabolic Solutions Development Company,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,True,Placebo,18,1,9,2008,26,9,2008
NCT05974878,"The Effect of the Physiotherapy Program for Diabetic Individuals on Dexterity, Proprioception, and Functionality",COMPLETED,Hasan Kalyoncu University,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Gaziantep,Turkey,False,Exercise,18,18,5,2023,3,8,2023
NCT01867216,A Study of Multiple Doses of LY2922470 in Participants With Diabetes,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,True,Placebo,18,1,6,2013,3,6,2013
NCT03487887,Secondary Care - Continuous Glucose Monitoring,COMPLETED,Croatian Society for Endocrinology and Diabology,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,CHILD,Zagreb,Croatia,False,continuous glucose monitoring (CGM) iPro™2 Medtronic,3,19,3,2018,4,4,2018
NCT02872922,Effects of Low Intensity Therapeutic Ultrasound on Endothelial Function,COMPLETED,Universidade Federal de Santa Maria,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Rio Grande,Brazil,False,Low intensity therapeutic ultrasound,25,10,12,2016,19,8,2016
NCT01790724,Regulating Efficacy and Wellness in Diabetes,COMPLETED,University of Illinois at Urbana-Champaign,OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Urbana,United States,False,Walking exercise,50,1,1,2013,13,2,2013
NCT00964587,Cardiovascular Disease Education and Problem-Solving Training in People With Type 2 Diabetes,COMPLETED,Johns Hopkins University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Baltimore,United States,False,Education + Problem-Solving Training Self-Study,25,1,8,2010,25,8,2009
NCT01956357,Chronic Effects of Two Aerobic-training Models Performed in Water and on Dry Land in Patients With Type 2 Diabetes Mellitus (T2DM).,COMPLETED,Hospital de Clinicas de Porto Alegre,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Porto Alegre,Brazil,False,Aquatic exercise,30,1,8,2012,8,10,2013
NCT00111631,A Study of DPP-IV Inhibitor in Patients With Type 2 Diabetes,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Concord,United States,False,DPP-IV Inhibitor,18,1,5,2005,25,5,2005
NCT01254084,Effect of Gynostemma Pentaphyllum Tea in Insulin Sensitivity in Type 2 Diabetic Patients,COMPLETED,Hanoi Medical University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Hanoi,Vietnam,False,Gynostemma Pentaphyllum tea,40,1,2,2010,6,12,2010
NCT01768559,Efficacy and Safety of Lixisenatide Versus Insulin Glulisine on Top of Insulin Glargine With or Without Metformin in Type 2 Diabetic Patients,COMPLETED,Sanofi,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sun City,United States,True,Lixisenatide (AVE0010),18,1,1,2013,15,1,2013
NCT03520972,Dose-finding of PB-119 Administered Subcutaneously Once-weekly Versus Placebo in Drug-naïve T2DM Subjects,COMPLETED,"PegBio Co., Ltd.",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Peking,China,False,PB-119 75ug,18,5,6,2018,11,5,2018
NCT01929863,"Study to Investigate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of GSK2330672 in Type 2 Diabetes Patients Taking Metformin",COMPLETED,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Miami,United States,True,GSK2330672,30,1,8,2013,28,8,2013
NCT03349944,Effect of Training Intensity on Health Outcomes in Diabetes,COMPLETED,"Morten Hostrup, PhD",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Copenhagen,Denmark,False,Training,30,1,8,2017,22,11,2017
NCT00774553,To Evaluate Safety and Tolerability After Multiple Oral Doses of AZD1656 in Type 2 Diabetes Patients on Top of Metformin,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,False,AZD1656,30,1,10,2008,17,10,2008
NCT00502710,A Study of Dipeptidyl-peptidase IV (DPP-IV) RO4876904 in Patients With Type 2 Diabetes.,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Hot Springs,United States,False,Placebo,18,1,7,2007,18,7,2007
NCT00316758,A Study to Evaluate the Long-Term Safety and Tolerability of GK Activator (2) in Patients With Type 2 Diabetes.,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,GK Activator (2),30,1,2,2006,21,4,2006
NCT00768105,To Evaluate Safety and Tolerability After Multiple Oral Doses of AZD1656 in Type 2 Diabetes Patients on Top of Insulin,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,AZD1656,30,1,9,2008,7,10,2008
NCT01398267,A Pharmacodynamic/Pharmacokinetic Study of Aleglitazar in Patients With Type 2 Diabetes Mellitus on Treatment With Lisinopril,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,aleglitazar,18,1,8,2011,20,7,2011
NCT00857870,Insulin Glargine First Line vs Metformin in Type 2 Diabetic Subjects,COMPLETED,GWT-TUD GmbH,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Dresden,Germany,False,Metformin,35,1,3,2009,9,3,2009
NCT00396227,Safety and Efficacy of Vildagliptin vs. Thiazolidinedione as add-on Therapy to Metformin in Patients With Type 2 Diabetes Not Controlled With Metformin Alone,COMPLETED,Novartis Pharmaceuticals,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,East Hanover,United States,False,vildagliptin,18,1,10,2006,6,11,2006
NCT00855166,Evaluation of the Effect of Dapagliflozin in Combination With Metformin on Body Weight in Subjects With Type 2 Diabetes,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Blagoevgrad,Bulgaria,True,Dapagliflozin,30,1,2,2009,4,3,2009
NCT00375388,"The HOME Trial: Hyperinsulinaemia: the Outcome of Its Metabolic Effects, a Randomized Controlled Trial",COMPLETED,"Bethesda General Hospital, Hoogeveen",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Hoogeveen,Netherlands,False,Metformin on top of intensive insulin therapy,30,1,1,1998,13,9,2006
NCT00546325,REASSURE: The Effect of Rimonabant on HbA1c in Overweight or Obese Patients With Type 2 Diabetes Not Adequately Controlled on 2 Oral Antidiabetic Agents,COMPLETED,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,North Ryde,Australia,False,Rimonabant,18,1,10,2007,18,10,2007
NCT01176097,"To Assess Safety, Tolerability, Pharmacokinetics/Pharmacodynamics and the Effect of Fasting After Single Oral Doses of AZD5658 in Type 2 Diabetes",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,AZD5658,20,1,7,2010,5,8,2010
NCT00747175,"A Study to Evaluate Safety, Tolerability and P-Glucose After Multiple Ascending Oral Doses of AZD1656 in Type 2 Diabetes",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,AZD1656,30,1,8,2008,4,9,2008
NCT03387683,"A Clinical Study to Investigate the Effects of Dapagliflozin on Heart Work, Heart Nutrient Uptake, and Heart Muscle Efficiency in Type 2 Diabetes Patients",COMPLETED,AstraZeneca,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Turku,Finland,True,dapagliflozin,40,28,2,2018,2,1,2018
NCT00986349,Study of EndoBarrier Liner for Treatment of Type 2 Diabetes Study,COMPLETED,Morphic Medical Inc.,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sao Paulo,Brazil,True,EndoBarrier Liner,18,1,6,2010,29,9,2009
NCT02290301,An Observational Study to Evaluate Cardiovascular Outcomes of T2DM PatientsTreated With Gemigliptin,COMPLETED,LG Life Sciences,INDUSTRY,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Busan,"Korea, Republic of",False,gemigliptin,19,28,6,2013,14,11,2014
NCT00240253,A Study Evaluating the Efficacy and Safety of Adding Symlin® to Lantus® (Insulin Glargine) in Subjects With Type 2 Diabetes,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,False,pramlintide acetate,18,1,10,2005,18,10,2005
NCT02558296,Bexagliflozin Efficacy and Safety Trial,COMPLETED,Theracos,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Gilbert,United States,True,Bexagliflozin,40,1,10,2015,23,9,2015
NCT00517465,A Multiple Ascending Dose Study of R1511 in Patients With Type 2 Diabetes Mellitus.,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,False,Placebo,18,1,9,2007,17,8,2007
NCT01242202,A Study to Assess the Safety and Efficacy of ASP1941 in Combination With α-glucosidase Inhibitor in Type 2 Diabetic Patients,COMPLETED,Astellas Pharma Inc,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chubu,Japan,False,ipragliflozin,20,21,10,2010,16,11,2010
NCT00424411,Six Month Clinical Trial Assessing Efficacy And Safety Of Inhaled Insulin In Type 2 Diabetes,COMPLETED,Pfizer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Burlingame,United States,False,Inhaled human insulin (EXUBERA™),35,1,9,1999,19,1,2007
NCT00725257,Dietary Control of Type 2 Diabetes: Low-Carbohydrate Mediterranean Diet Versus Low-Fat Diet,COMPLETED,"University of Campania ""Luigi Vanvitelli""",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Naples,Italy,False,Mediterranean diet,30,1,6,2004,30,7,2008
NCT00829569,n-3 Fatty Acid Infusion and Type 2 Diabetes,COMPLETED,St. Olavs Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Trondheim,Norway,False,Intralipid +/- Omegaven,30,1,1,2004,27,1,2009
NCT00952198,A Safety Study of ARRY-403 in Patients With Type 2 Diabetes,COMPLETED,"Array Biopharma, now a wholly owned subsidiary of Pfizer",INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,"ARRY-403, glucokinase activator; oral",18,1,8,2009,6,8,2009
NCT04431687,"A Clinical Trial to Investigate the Pharmacokinetic Drug Interaction and Safety of CKD-501, D759 and D150 (CKD-393)",COMPLETED,Chong Kun Dang Pharmaceutical,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seongnam-si,"Korea, Republic of",False,CKD 501,19,15,6,2020,16,6,2020
NCT03021187,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Anniston,United States,True,semaglutide,18,2,2,2017,13,1,2017
NCT02990299,mHealth for Diabetes Adherence Support,COMPLETED,University of Illinois at Chicago,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chicago,United States,False,mHealth for Diabetes Adherence Support,21,24,3,2017,13,12,2016
NCT02089438,"DPP-4 Inhibition, Incretins and Islet Function",COMPLETED,Lund University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Lund,Sweden,False,Saxagliptin,40,1,5,2014,17,3,2014
NCT01013766,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GSK1362885 in Type 2 Diabetics",COMPLETED,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,False,GSK1362885,18,13,8,2009,16,11,2009
NCT01512979,"Linagliptin and Metformin Versus Linagliptin in Newly Diagnosed, Untreated Type 2 Diabetes",COMPLETED,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,metformin,18,1,1,2012,20,1,2012
NCT01724645,Beneficial Effects of Korean Traditional Diets in Subjects With Hypertension and Type 2 Diabetes,COMPLETED,Chonbuk National University Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Jeonju,"Korea, Republic of",False,Korean traditional diets,19,1,9,2010,12,11,2012
NCT01386099,A PK-PD Study of PSN821 in Type 2 Diabetes Patients (T2DM),COMPLETED,Prosidion Ltd.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Pretoria,South Africa,False,PSN821,18,1,5,2011,30,6,2011
NCT02324569,"A Phase 4, Randomized, Double-blind, Parallel-group, Comparative Study and a Phase 4, Open-label, Long-term Study of SYR-472 (100 mg) in Combination With Insulin in Patients With Type 2 Diabetes",COMPLETED,Takeda,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Nagoya,Japan,True,SYR-472,20,27,12,2014,24,12,2014
NCT00916604,"To Study Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD1656 in Japanese Type 2 Diabetes Mellitus (T2DM) Patients",COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Fukuoka,Japan,False,AZD1656,30,1,5,2009,9,6,2009
NCT00612144,Study Comparing Efficacy and Safety of Amaryl M and Metformin Uptitraion to Type 2 DM,COMPLETED,Handok Inc.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,Glimepiride/metformin fixed combination,30,1,12,2007,11,2,2008
NCT02946541,A Clinical Trial to Investigate the Efficacy and Safety of Evogliptin,COMPLETED,"Dong-A ST Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,evogliptin 5mg,18,1,7,2013,27,10,2016
NCT01919489,Liraglutide Hospital Discharge Trial,COMPLETED,Emory University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Miami,United States,True,Liraglutide + OADs,18,1,3,2014,9,8,2013
NCT01081834,The CANTATA-M (CANagliflozin Treatment and Trial Analysis - Monotherapy) Trial,COMPLETED,"Janssen Research & Development, LLC",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,Canagliflozin,18,1,3,2010,5,3,2010
NCT01606007,Safety and Efficacy of Combination Saxagliptin & Dapagliflozin Added to Metformin to Treat Subjects With Type 2 Diabetes,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Saxagliptin,18,1,7,2012,25,5,2012
NCT00558571,4 Week Treatment With Three Oral Doses of BI 10773 in Patients With Type 2 Diabetes,COMPLETED,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Berlin,Germany,True,BI 10773 low dose,18,1,1,2008,15,11,2007
NCT00420511,Beta-Cell Function and Sitagliptin Trial (BEST),COMPLETED,"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,True,Sitagliptin,30,1,1,2007,11,1,2007
NCT00368368,A Study of the Effect of Renal Impairment on the Activity of GK Activator (2) in Patients With Type 2 Diabetes.,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Cypress,United States,False,GK Activator (2),18,1,1,2006,24,8,2006
NCT01242228,A Study to Assess the Safety and Efficacy of ASP1941 in Combination With Dipeptidyl Peptidase-4 (DPP-4) Inhibitor in Type 2 Diabetic Patients,COMPLETED,Astellas Pharma Inc,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chubu,Japan,False,ipragliflozin,20,21,10,2010,16,11,2010
NCT00082407,Exenatide Compared With Twice-Daily Biphasic Insulin Aspart in Patients With Type 2 Diabetes Using Sulfonylurea and Metformin,COMPLETED,AstraZeneca,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Osijek,Croatia,True,exenatide,30,1,11,2003,10,5,2004
NCT01602003,Phase III Trial to Evaluate the Efficacy and Safety of LC15-0444 Compared With Sitagliptin Added to Ongoing Metformin Therapy in Patients With Type 2 Diabetes,COMPLETED,LG Life Sciences,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,LC15-0444 25mg bid,18,1,12,2009,18,5,2012
NCT01043029,A Study of Aleglitazar in Type 2 Diabetes Patients With Moderate Renal Impairment,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Camperdown,Australia,False,aleglitazar,18,1,5,2010,6,1,2010
NCT01699932,Efficacy and Safety of the Fixed Dose Combination of Glimepiride+Metformin in Type 2 Diabetic Patients Inadequately Controlled,COMPLETED,Sanofi,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Beirut,Lebanon,False,Glimepiride+metformin (Amaryl M®) - HOE4900,18,1,9,2012,4,10,2012
NCT01194830,Efficacy and Safety of Linagliptin (BI 1356) in Black/African Americans With Type 2 Diabetes With a MTT Sub-study,COMPLETED,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Linagliptin,18,1,9,2010,3,9,2010
NCT00859755,A Safety Study of ARRY-403 in Patients With Type 2 Diabetes,COMPLETED,Array BioPharma,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,"ARRY-403, glucokinase activator; oral",18,1,3,2009,11,3,2009
NCT00809705,A Study of the Effect of Taspoglutide on Gastric Emptying in Patients With Type 2 Diabetes,COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,False,Placebo,18,1,12,2008,17,12,2008
NCT02849080,Efficacy and Safety of Oral Semaglutide Using a Flexible Dose Adjustment Based on Clinical Evaluation Versus Sitagliptin in Subjects With Type 2 Diabetes Mellitus.,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Glendale,United States,True,semaglutide,18,20,9,2016,29,7,2016
NCT00382239,A Study to Assess the Effect on Glucose Control and Safety and Tolerability of LY2148568 In Japanese Patients With Type 2 Diabetes,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Fukuoka,Japan,False,exenatide (LY2148568),20,1,9,2006,28,9,2006
NCT00871507,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics (Explores What the Body Does to the Drug), and Pharmacodynamics (Explores What a Drug Does to the Body) of JNJ-38431055 in Volunteers With Type 2 Diabetes Mellitus",COMPLETED,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Fort Myers,United States,False,JNJ-38431055 Dose 1,25,1,4,2009,30,3,2009
NCT01740921,GLP-1 and Microvascular Function in Type 2 Diabetes,COMPLETED,Royal Devon and Exeter NHS Foundation Trust,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Exeter,United Kingdom,False,Liraglutide,18,1,1,2011,4,12,2012
NCT01956305,"Randomized, Placebo-controlled, 2 Period, Single-blind, Sequential, Multiple Ascending Dose Study",COMPLETED,Daiichi Sankyo,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,False,DS-7309,18,1,9,2013,8,10,2013
NCT03508323,Tenelia Elderly CGMS Study(TEDDY),COMPLETED,Handok Inc.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,OLDER_ADULT,Seoul,"Korea, Republic of",False,Teneligliptin,65,3,4,2018,25,4,2018
NCT05577728,Prediction of the SEPRA Diabetes Trial in Healthcare Claims Data,COMPLETED,Brigham and Women's Hospital,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Boston,United States,False,New use of semaglutide injection,18,1,7,2021,13,10,2022
NCT02949193,Efficacy and Safety of Evogliptin add-on to Metformin in Patients With type2 Diabetes,COMPLETED,"Dong-A ST Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,evogliptin,18,1,5,2013,31,10,2016
NCT01409330,German Diabetes-Diet-Intervention and Energy Restriction-Trial (DDIET),COMPLETED,German Diabetes Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Duesseldorf,Germany,False,diet intervention,18,1,2,2011,4,8,2011
NCT01011868,Efficacy and Safety of BI 10773 in Combination With Insulin in Patients With Type 2 Diabetes,COMPLETED,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,BI 10773 placebo,18,1,11,2009,11,11,2009
NCT02727790,Effect of Short Peripheral Electrical Stimulation (PES) on Blood Glucose,COMPLETED,Assaf-Harofeh Medical Center,OTHER_GOV,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Zerifin,Israel,False,Stimulator,18,1,7,2014,5,4,2016
NCT00643474,"PRISMA Study (Prospective, Randomized Trial on Intensive Self-Monitoring Blood Glucose Management Added Value in Non-Insulin Treated Type 2 Diabetes Mellitus Patients)",COMPLETED,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Alessandria,Italy,False,Accu-Chek Aviva Meter,35,1,3,2008,26,3,2008
