Title,Sponsor,Sponsor_Class,Conditions,Study_Type,Sex,Age_Category,City,Country,Results,Interventions,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
REASSURE: The Effect of Rimonabant on HbA1c in Overweight or Obese Patients With Type 2 Diabetes Not Adequately Controlled on 2 Oral Antidiabetic Agents,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,North Ryde,Australia,Passed,Rimonabant,18,1,10,2007,18,10,2007
"To Assess Safety, Tolerability, Pharmacokinetics/Pharmacodynamics and the Effect of Fasting After Single Oral Doses of AZD5658 in Type 2 Diabetes",AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,AZD5658,20,1,7,2010,5,8,2010
"A Study to Evaluate Safety, Tolerability and P-Glucose After Multiple Ascending Oral Doses of AZD1656 in Type 2 Diabetes",AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,AZD1656,30,1,8,2008,4,9,2008
"A Clinical Study to Investigate the Effects of Dapagliflozin on Heart Work, Heart Nutrient Uptake, and Heart Muscle Efficiency in Type 2 Diabetes Patients",AstraZeneca,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Turku,Finland,Failed,dapagliflozin,40,28,2,2018,2,1,2018
Study of EndoBarrier Liner for Treatment of Type 2 Diabetes Study,Morphic Medical Inc.,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Sao Paulo,Brazil,Failed,EndoBarrier Liner,18,1,6,2010,29,9,2009
An Observational Study to Evaluate Cardiovascular Outcomes of T2DM PatientsTreated With Gemigliptin,LG Life Sciences,INDUSTRY,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Busan,"Korea, Republic of",Passed,gemigliptin,19,28,6,2013,14,11,2014
A Study Evaluating the Efficacy and Safety of Adding Symlin® to Lantus® (Insulin Glargine) in Subjects With Type 2 Diabetes,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,Passed,pramlintide acetate,18,1,10,2005,18,10,2005
Bexagliflozin Efficacy and Safety Trial,Theracos,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Gilbert,United States,Failed,Bexagliflozin,40,1,10,2015,23,9,2015
A Multiple Ascending Dose Study of R1511 in Patients With Type 2 Diabetes Mellitus.,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,Passed,Placebo,18,1,9,2007,17,8,2007
A Study to Assess the Safety and Efficacy of ASP1941 in Combination With α-glucosidase Inhibitor in Type 2 Diabetic Patients,Astellas Pharma Inc,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chubu,Japan,Passed,ipragliflozin,20,21,10,2010,16,11,2010
Six Month Clinical Trial Assessing Efficacy And Safety Of Inhaled Insulin In Type 2 Diabetes,Pfizer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Burlingame,United States,Passed,Inhaled human insulin (EXUBERA™),35,1,9,1999,19,1,2007
Dietary Control of Type 2 Diabetes: Low-Carbohydrate Mediterranean Diet Versus Low-Fat Diet,"University of Campania ""Luigi Vanvitelli""",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Naples,Italy,Passed,Mediterranean diet,30,1,6,2004,30,7,2008
n-3 Fatty Acid Infusion and Type 2 Diabetes,St. Olavs Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Trondheim,Norway,Passed,Intralipid +/- Omegaven,30,1,1,2004,27,1,2009
A Safety Study of ARRY-403 in Patients With Type 2 Diabetes,"Array Biopharma, now a wholly owned subsidiary of Pfizer",INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,"ARRY-403, glucokinase activator; oral",18,1,8,2009,6,8,2009
"A Clinical Trial to Investigate the Pharmacokinetic Drug Interaction and Safety of CKD-501, D759 and D150 (CKD-393)",Chong Kun Dang Pharmaceutical,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seongnam-si,"Korea, Republic of",Passed,CKD 501,19,15,6,2020,16,6,2020
Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Anniston,United States,Failed,semaglutide,18,2,2,2017,13,1,2017
mHealth for Diabetes Adherence Support,University of Illinois at Chicago,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chicago,United States,Passed,mHealth for Diabetes Adherence Support,21,24,3,2017,13,12,2016
"DPP-4 Inhibition, Incretins and Islet Function",Lund University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Lund,Sweden,Passed,Saxagliptin,40,1,5,2014,17,3,2014
"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GSK1362885 in Type 2 Diabetics",GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,Passed,GSK1362885,18,13,8,2009,16,11,2009
"Linagliptin and Metformin Versus Linagliptin in Newly Diagnosed, Untreated Type 2 Diabetes",Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,Failed,metformin,18,1,1,2012,20,1,2012
Beneficial Effects of Korean Traditional Diets in Subjects With Hypertension and Type 2 Diabetes,Chonbuk National University Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Jeonju,"Korea, Republic of",Passed,Korean traditional diets,19,1,9,2010,12,11,2012
A PK-PD Study of PSN821 in Type 2 Diabetes Patients (T2DM),Prosidion Ltd.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Pretoria,South Africa,Passed,PSN821,18,1,5,2011,30,6,2011
"A Phase 4, Randomized, Double-blind, Parallel-group, Comparative Study and a Phase 4, Open-label, Long-term Study of SYR-472 (100 mg) in Combination With Insulin in Patients With Type 2 Diabetes",Takeda,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Nagoya,Japan,Failed,SYR-472,20,27,12,2014,24,12,2014
"To Study Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AZD1656 in Japanese Type 2 Diabetes Mellitus (T2DM) Patients",AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Fukuoka,Japan,Passed,AZD1656,30,1,5,2009,9,6,2009
Study Comparing Efficacy and Safety of Amaryl M and Metformin Uptitraion to Type 2 DM,Handok Inc.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,Glimepiride/metformin fixed combination,30,1,12,2007,11,2,2008
A Clinical Trial to Investigate the Efficacy and Safety of Evogliptin,"Dong-A ST Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,evogliptin 5mg,18,1,7,2013,27,10,2016
Liraglutide Hospital Discharge Trial,Emory University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Miami,United States,Failed,Liraglutide + OADs,18,1,3,2014,9,8,2013
The CANTATA-M (CANagliflozin Treatment and Trial Analysis - Monotherapy) Trial,"Janssen Research & Development, LLC",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Phoenix,United States,Failed,Canagliflozin,18,1,3,2010,5,3,2010
Safety and Efficacy of Combination Saxagliptin & Dapagliflozin Added to Metformin to Treat Subjects With Type 2 Diabetes,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Saxagliptin,18,1,7,2012,25,5,2012
4 Week Treatment With Three Oral Doses of BI 10773 in Patients With Type 2 Diabetes,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Berlin,Germany,Failed,BI 10773 low dose,18,1,1,2008,15,11,2007
Beta-Cell Function and Sitagliptin Trial (BEST),"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,Failed,Sitagliptin,30,1,1,2007,11,1,2007
A Study of the Effect of Renal Impairment on the Activity of GK Activator (2) in Patients With Type 2 Diabetes.,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Cypress,United States,Passed,GK Activator (2),18,1,1,2006,24,8,2006
A Study to Assess the Safety and Efficacy of ASP1941 in Combination With Dipeptidyl Peptidase-4 (DPP-4) Inhibitor in Type 2 Diabetic Patients,Astellas Pharma Inc,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chubu,Japan,Passed,ipragliflozin,20,21,10,2010,16,11,2010
Exenatide Compared With Twice-Daily Biphasic Insulin Aspart in Patients With Type 2 Diabetes Using Sulfonylurea and Metformin,AstraZeneca,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Osijek,Croatia,Failed,exenatide,30,1,11,2003,10,5,2004
Phase III Trial to Evaluate the Efficacy and Safety of LC15-0444 Compared With Sitagliptin Added to Ongoing Metformin Therapy in Patients With Type 2 Diabetes,LG Life Sciences,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,LC15-0444 25mg bid,18,1,12,2009,18,5,2012
A Study of Aleglitazar in Type 2 Diabetes Patients With Moderate Renal Impairment,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Camperdown,Australia,Passed,aleglitazar,18,1,5,2010,6,1,2010
Efficacy and Safety of the Fixed Dose Combination of Glimepiride+Metformin in Type 2 Diabetic Patients Inadequately Controlled,Sanofi,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Beirut,Lebanon,Passed,Glimepiride+metformin (Amaryl M®) - HOE4900,18,1,9,2012,4,10,2012
Efficacy and Safety of Linagliptin (BI 1356) in Black/African Americans With Type 2 Diabetes With a MTT Sub-study,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Linagliptin,18,1,9,2010,3,9,2010
A Safety Study of ARRY-403 in Patients With Type 2 Diabetes,Array BioPharma,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,"ARRY-403, glucokinase activator; oral",18,1,3,2009,11,3,2009
A Study of the Effect of Taspoglutide on Gastric Emptying in Patients With Type 2 Diabetes,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Berlin,Germany,Passed,Placebo,18,1,12,2008,17,12,2008
Efficacy and Safety of Oral Semaglutide Using a Flexible Dose Adjustment Based on Clinical Evaluation Versus Sitagliptin in Subjects With Type 2 Diabetes Mellitus.,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Glendale,United States,Failed,semaglutide,18,20,9,2016,29,7,2016
A Study to Assess the Effect on Glucose Control and Safety and Tolerability of LY2148568 In Japanese Patients With Type 2 Diabetes,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Fukuoka,Japan,Passed,exenatide (LY2148568),20,1,9,2006,28,9,2006
"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics (Explores What the Body Does to the Drug), and Pharmacodynamics (Explores What a Drug Does to the Body) of JNJ-38431055 in Volunteers With Type 2 Diabetes Mellitus","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Fort Myers,United States,Passed,JNJ-38431055 Dose 1,25,1,4,2009,30,3,2009
GLP-1 and Microvascular Function in Type 2 Diabetes,Royal Devon and Exeter NHS Foundation Trust,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Exeter,United Kingdom,Passed,Liraglutide,18,1,1,2011,4,12,2012
"Randomized, Placebo-controlled, 2 Period, Single-blind, Sequential, Multiple Ascending Dose Study",Daiichi Sankyo,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,Passed,DS-7309,18,1,9,2013,8,10,2013
Tenelia Elderly CGMS Study(TEDDY),Handok Inc.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,OLDER_ADULT,Seoul,"Korea, Republic of",Passed,Teneligliptin,65,3,4,2018,25,4,2018
Prediction of the SEPRA Diabetes Trial in Healthcare Claims Data,Brigham and Women's Hospital,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Boston,United States,Passed,New use of semaglutide injection,18,1,7,2021,13,10,2022
Efficacy and Safety of Evogliptin add-on to Metformin in Patients With type2 Diabetes,"Dong-A ST Co., Ltd.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,evogliptin,18,1,5,2013,31,10,2016
German Diabetes-Diet-Intervention and Energy Restriction-Trial (DDIET),German Diabetes Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Duesseldorf,Germany,Passed,diet intervention,18,1,2,2011,4,8,2011
Efficacy and Safety of BI 10773 in Combination With Insulin in Patients With Type 2 Diabetes,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,BI 10773 placebo,18,1,11,2009,11,11,2009
Effect of Short Peripheral Electrical Stimulation (PES) on Blood Glucose,Assaf-Harofeh Medical Center,OTHER_GOV,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Zerifin,Israel,Passed,Stimulator,18,1,7,2014,5,4,2016
"PRISMA Study (Prospective, Randomized Trial on Intensive Self-Monitoring Blood Glucose Management Added Value in Non-Insulin Treated Type 2 Diabetes Mellitus Patients)",Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Alessandria,Italy,Passed,Accu-Chek Aviva Meter,35,1,3,2008,26,3,2008
Effect of Exenatide on Liver and Heart Fat and Inflammation,Baylor College of Medicine,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Houston,United States,Failed,Exenatide,30,1,4,2010,26,9,2013
Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (DURATION - 3),AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Escondido,United States,Failed,Exenatide Once Weekly,18,1,4,2008,21,3,2008
Validation of a Predictive Risk Equation for Type 2 Diabetes in Families With Risk,Centre d'Etudes et de Recherche pour l'Intensification du Traitement du Diabète,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Liege,Belgium,Passed,HbA1c measurement,25,14,12,2011,16,11,2012
A Phase 1 Study to Investigate the Mechanism of Action of Ipragliflozin,Astellas Pharma Europe B.V.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Neuss,Germany,Passed,ASP1941,35,27,10,2011,5,6,2012
Study of the Effectiveness and Safety of SugarDown vs. Placebo in Type 2 Diabetic Subjects Treated With Metformin,Boston Therapeutics,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Garden City,United States,Passed,SugarDown,25,1,5,2014,12,5,2014
Trial to Assess the Influence of 4 Weeks' Treatment With Linagliptin as Compared to Glimepiride and Placebo on Endothelial Function in Patients With Type 2 Diabetes Using FMD (Flow-Mediated Vasodilation),Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Neuss,Germany,Failed,Placebo,18,1,10,2012,10,10,2012
A Study of the Effectiveness and Safety of SP2086 to Treat Type 2 Diabetes,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,Passed,Placebo,20,1,6,2011,25,10,2013
"Safety and Efficacy of Exenatide Once Weekly Injection Versus Metformin, Dipeptidyl Peptidase-4 Inhibitor, or Thiazolidinedione as Monotherapy in Drug-Naive Patients With Type 2 Diabetes (DURATION-4)",AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Buena Park,United States,Failed,exenatide once weekly,18,1,11,2008,13,5,2008
A Study To Compare the Effects of Insulin Peglispro and Glargine on Insulin Sensitivity and Meal Time Insulin Requirements in Type 2 Diabetics,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Failed,Insulin Peglispro,18,1,7,2014,22,7,2014
Blood Glucose Self Monitoring and HbA1c Effects on Glucose Control,Deutsche Diabetes Gesellschaft,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Bad Lauterberg,Germany,Passed,weekly blood glucose profile,40,1,2,2003,2,6,2008
Diabetes Study of Linagliptin and Empagliflozin in Children and Adolescents (DINAMO)TM,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,CHILD,Phoenix,United States,Failed,Metformin,10,20,3,2018,12,2,2018
A Study With Aleglitazar in Patients With a Recent Acute Coronary Syndrome and Type 2 Diabetes Mellitus,Hoffmann-La Roche,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Passed,Aleglitazar,18,1,2,2010,6,1,2010
Efficacy and Safety of Dapagliflozin in Combination With Glimepiride (a Sulphonylurea) in Type 2 Diabetes Patients,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Blansko,Czech Republic,Failed,dapagliflozin,18,1,4,2008,20,5,2008
Pragmatic Impact of Proteomic Risk Stratification in Diabetes Mellitus,University Hospitals Cleveland Medical Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Cleveland,United States,Passed,SomaSignal Cardiovascular Risk in Type 2 Diabetes (CVD-T2D) Test and SomaSignal Metabolic Factors test,40,26,1,2022,10,1,2022
GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation in Monotherapy (GETGOAL-MONO Japan LTS),Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Tokyo,Japan,Failed,Lixisenatide (AVE0010),20,1,5,2009,20,5,2009
Safety and Efficacy of the Combination of Empagliflozin and Linagliptin Compared to Linagliptin Alone Over 24 Weeks in Patients With Type 2 Diabetes,Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Gulf Shores,United States,Failed,Linagliptin,18,8,2,2013,28,11,2012
Evaluate the Efficacy and Safety of Insulin in Patients With Type 2 Diabetes,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Fresno,United States,Passed,Human Insulin Inhalation Powder,18,1,8,2006,25,7,2006
Exercise and Acarbose in Type 2 Diabetes,Karolinska Institutet,OTHER,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Stockholm,Sweden,Passed,Acarbose,45,1,1,2004,22,11,2010
"Effects on Insulin Resistance With Tadalafil in Type 2 Diabetes - a Double-blind, Placebo-controlled Crossover Study",Göteborg University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Gothenburg,Sweden,Passed,Tadalafil,40,1,11,2015,11,11,2015
Effect of Combined Incretin-Based Therapy Plus Canagliflozin on Glycemic Control and the Compensatory Rise in Hepatic Glucose Production in Type 2 Diabetic Patients,The University of Texas Health Science Center at San Antonio,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,Failed,Canagliflozin,18,1,11,2014,24,12,2014
Insulin Glargine in Type 2 Diabetic Patients,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Beijing,China,Passed,Insulin Glargine,18,1,6,2006,4,7,2006
Effects of Triacylglycerol Structure on Gut Hormones and Haemostatic Markers,Malaysia Palm Oil Board,OTHER_GOV,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Kajang,Malaysia,Passed,Native palm olein (IV56),30,1,9,2012,24,7,2013
Lifestyle and Glucose Lowering Medication in T2DM,"Rigshospitalet, Denmark",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,Passed,U-TURN,18,1,4,2015,15,4,2015
Diabetes Resistance Training Adaptations in Elderly,Hospital de Clinicas de Porto Alegre,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Porto Alegre,Brazil,Passed,Resistance training,60,1,7,2015,14,9,2015
Evaluation of the Effectiveness and Safety of Physician Versus Patient-led of Insulin Glargine Initiation and Titration in Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Shanghai,China,Passed,Insulin Glargine,40,1,8,2010,26,7,2010
"Pharmacokinetics, Pharmacodynamics, Safety, and Tolerability of Empagliflozin in Chinese Female and Male Patients With Type 2 Diabetes Mellitus",Boehringer Ingelheim,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Beijing,China,Failed,BI10773,21,1,3,2011,16,3,2011
The TANTALUS® II for the Treatment of Type 2 Diabetes,"MetaCure (USA), Inc.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Vienna,Austria,Passed,Tantalus System,18,1,4,2008,24,2,2011
"Delish Study: Diabetes Education to Lower Insulin, Sugars, and Hunger","University of California, San Francisco",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,San Francisco,United States,Passed,Carbohydrate-restricted diet,18,1,1,2017,5,7,2017
Efficacy and Safety of Gosogliptin as Monotherapy and in Combination With Metformin vs. Vildagliptin as Monotherapy and in Combination With Metformin in Drug-naive Type 2 Diabetic Patients.,SatRx LLC,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chelyabinsk,Russian Federation,Passed,Gosogliptin,18,23,4,2013,23,3,2017
Study to Weigh the Effect of Exercise Training on BONE (SWEET-BONE) Quality and Strength in Type 2 Diabetes,"Metabolic Fitness Association, Italy",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,OLDER_ADULT,Rome,Italy,Passed,supervised exercise training,65,1,10,2018,20,4,2015
