protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_statusModule_startDateStruct_date,protocolSection_statusModule_studyFirstPostDateStruct_date,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_minimumAge,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name
NCT04867785,A Study of LY3437943 in Participants With Type 2 Diabetes,COMPLETED,2021-05-13,2021-04-30,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Sheffield,United States,True,LY3437943
NCT01498367,Life-long Tele-monitoring of Patients With Type 2 Diabetes Mellitus in Central Greece,COMPLETED,2011-03,2011-12-23,Regional Health Authority of Sterea & Thessaly,OTHER_GOV,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Larisa,Greece,False,Telemonitoring of patients with diabetes type 2
NCT02554643,Soccer and Health: Diet and Exercise on Type 2 Diabetes Mellitus,COMPLETED,2012-11,2015-09-18,University of Sao Paulo General Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,50 Years,ADULT,São Paulo,Brazil,False,Diet
NCT03334773,Nutrition Education Intervention for Adults With Type 2 Diabetes,COMPLETED,2017-01-16,2017-11-07,University of Pretoria,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,40 Years,ADULT,Pretoria,South Africa,False,Nutrition education
NCT05533632,Safety Study of Weekly Semaglutide in Chilean Participants With Type 2 Diabetes,COMPLETED,2022-04-25,2022-09-09,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,"Santiago, Región Metropolitana",Chile,False,Semaglutide
NCT05749029,"An Online, Compassion Intervention for Adults with Type 1 and Type 2 Diabetes Mellitus (T1DM; T2DM).",COMPLETED,2023-05-01,2023-03-01,Canterbury Christ Church University,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Tunbridge Wells,United Kingdom,False,Four Week Self-Compassion Course
NCT03766308,The Clinical Study of the Effect of Highland Barley Diet on Blood Glucose in Patients With Type 2 Diabetes Mellitus,COMPLETED,2017-11-01,2018-12-06,Xuefeng Yu,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Wuhan,China,False,Highland Barley Diet
NCT02794792,A Study to Assess the Efficacy and Safety of Ipragliflozin in Subjects With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin,COMPLETED,2016-05-11,2016-06-09,Astellas Pharma Europe B.V.,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Moscow,Russian Federation,False,Ipragliflozin L-proline
NCT02683746,Safety and Efficacy Study of Albiglutide Liquid Drug Product in Type 2 Diabetes Mellitus,COMPLETED,2016-03-16,2016-02-17,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,Lyophilized albiglutide DCC pen injector
NCT03666546,Blood Glucose Response After Oral Intake of Lactulose in Mildly Constipated Patients With Diabetes Mellitus Type 2,COMPLETED,2018-11-26,2018-09-12,Fresenius Kabi,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Graz,Austria,False,Lactulose crystals 20 g
NCT00361946,The Role of Amylin and Incretins on Postprandial Metabolisms in Adolescents With Type 2 Diabetes Mellitus (T2DM).,COMPLETED,2006-08,2006-08-09,Baylor College of Medicine,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,12 Years,CHILD,Houston,United States,False,
NCT03960424,Diabetes Management Program for Hispanic/Latino,COMPLETED,2019-09-30,2019-05-23,Northwell Health,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Manhasset,United States,False,Comprehensive Outpatient Management
NCT05542420,"A Research Study, Looking at the Characterization of Treatment Intensified (Add on to Metformin) Real-world Adult Population With Type 2 Diabetes Mellitus in India, Pakistan and Thailand.",COMPLETED,2022-10-19,2022-09-15,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Bengaluru,India,False,No treatment given
NCT00644241,Efficacy Of Autologous Bone Marrow Derived Stem Cell Transplantation In Patients With Type 2 Diabetes Mellitus,COMPLETED,2008-01,2008-03-26,"Post Graduate Institute of Medical Education and Research, Chandigarh",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,Chandigarh,India,False,stem cell harvest
NCT02128815,Evaluating the Effect of a Diabetes Health Coach in Individuals With Type 2 Diabetes,COMPLETED,2015-01,2014-05-01,McMaster University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Cambridge,Canada,False,Coaching
NCT01175811,A Study Comparing Insulin Intensification Therapies in Patients With Type 2 Diabetes Mellitus,COMPLETED,2011-02,2010-08-05,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Beijing,China,True,Insulin Lispro Premix
NCT01144975,Study of the Safety and Biologic Activity of XOMA 052 in Subjects With Type 2 Diabetes Mellitus,COMPLETED,2010-05,2010-06-16,XOMA (US) LLC,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Mexico City,Mexico,False,XOMA 052
NCT02452632,A Study to Assess the Efficacy and Safety of ASP1941 in Subjects With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin and Sitagliptin,COMPLETED,2015-06-22,2015-05-22,"Astellas Pharma Korea, Inc.",INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,19 Years,ADULT,Busan,"Korea, Republic of",False,ASP1941
NCT05937737,Serum FGF21 Levels and Dietary Total Antioxidant Capacity in Type 2 Diabetes,COMPLETED,2020-04-20,2023-07-10,Hacettepe University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,19 Years,ADULT,Ankara,Turkey,False,Type 2 Diabetes Diet Modification
NCT03387787,Evaluation of Glycaemic Control Using GlucoTab® With Insulin Degludec in Hospitalized Patients With Diabetes Mellitus Type 2,COMPLETED,2018-01-30,2018-01-02,"Insel Gruppe AG, University Hospital Bern",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Berne,Switzerland,False,GlucoTab
NCT04980014,A Post-Marketing Surveillance Study on NesinaAct® Tablet Use Among Type 2 Diabetes Mellitus Participants in Korea,COMPLETED,2015-10-02,2021-07-28,Takeda,INDUSTRY,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,19 Years,ADULT,Busan,"Korea, Republic of",True,NesinaAct® Tablet
NCT02636192,Study on Incidence of Diabetic Ketoacidosis Among Participants With Type 2 Diabetes Mellitus Treated With Sodium-glucose Co-transporter 2 (SGLT2) Inhibitors or Other Antihyperglycemic Agents,COMPLETED,2015-07-31,2015-12-21,"Janssen Research & Development, LLC",INDUSTRY,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,,,False,No Intervention
NCT03314246,Development and Implementation of Ramadan Fasting Algorithm for Singaporeans With Type 2 Diabetes,COMPLETED,2017-04-03,2017-10-19,Joyce Lee,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,21 Years,ADULT,Singapore,Singapore,False,FAST
NCT04642378,Study to Assess the Efficacy and Safety of iNCDSS in Type 2 Diabetes Mellitus Patients,COMPLETED,2021-10-01,2020-11-24,Shanghai Zhongshan Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Shanghai,China,False,iNCDSS based insulin regime
NCT03231709,Treatment Preference for Weekly Dipeptidyl Peptidase-4 (DPP-4) Inhibitors Versus Daily DPP-4 Inhibitors in Participants With Type 2 Diabetes Mellitus,COMPLETED,2017-08-18,2017-07-27,Takeda,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Suita,Japan,True,Trelagliptin
NCT01240759,Safety and Efficacy of S-707106 in Subjects With Type 2 Diabetes Mellitus and Inadequate Glycemic Control With Metformin Therapy,COMPLETED,2010-10,2010-11-15,Shionogi,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Houston,United States,False,S-707106 Dose A
NCT06120556,Efficacy of Glucagon-like Peptide-1 Receptor Agonists According to Type 2 Diabetes Subtypes,COMPLETED,2023-06-10,2023-11-07,Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,50 Years,ADULT,Bari,Italy,False,GLP-1 receptor agonist
NCT04383639,Cocoa/Carob Polyphenols and Postprandial Changes in Type 2 Diabetes,COMPLETED,2021-05-03,2020-05-12,"National Research Council, Spain",OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,ALL,40 Years,ADULT,Madrid,Spain,False,No product (A)/mixture of coca and carob together with breakfast (B)/mixture of coca and carob 10 h before breakfast (C)
NCT01933256,Study of Subcutaneous Doses of HIP2B in Subjects With Type 2 Diabetes Mellitus Treated With Metformin,COMPLETED,2013-08,2013-09-02,CureDM,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,Chula Vista,United States,False,HIP2B
NCT04657939,Targeting Beta-cell Failure in Lean Patients With Type 2 Diabetes,COMPLETED,2020-12-01,2020-12-08,University of Leeds,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Leeds,United Kingdom,False,Liraglutide
NCT04166760,Metabolic Effects of Whey Compounds in Patients With Diabetes Mellitus Type 2.,COMPLETED,2020-01-06,2019-11-18,University of Aarhus,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Aarhus,Denmark,False,speWHE
NCT00694057,"Safety, Tolerance and Activity of HE3286 in Patients With Type 2 Diabetes Mellitus",COMPLETED,2008-06,2008-06-10,Harbor Therapeutics,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Anaheim,United States,False,HE3286
NCT04303754,Diabetes-Specific Formula in Individuals With Type 2 Diabetes,COMPLETED,2020-06-24,2020-03-11,Abbott Nutrition,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,21 Years,ADULT,Kuala Lumpur,Malaysia,False,Diabetes-Specific Formula
NCT00013910,"NNC 90-1170 Mechanism of Action: A Double-Blind, Randomized, Single-Center, Placebo-Controlled, Crossover Study to Examine Beta-Cell Responsiveness to Graded Glucose Infusion in Subjects With Type 2 Diabetes",COMPLETED,,2001-04-03,National Center for Research Resources (NCRR),NIH,"Diabetes Mellitus, Non-Insulin-Dependent",INTERVENTIONAL,ALL,30 Years,ADULT,Ann Arbor,United States,False,NNC 90-1170
NCT03318913,"Vascular Function, Fish Protein Hydrolysates and Type 2 Diabetes Mellitus",COMPLETED,2017-10-23,2017-10-24,Universidade Federal do Rio de Janeiro,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Macaé,Brazil,False,Placebo
NCT01072331,Pharmacokinetic/Pharmacodynamic Study of MP-513 With Type 2 Diabetes Mellitus,COMPLETED,2010-02,2010-02-22,Mitsubishi Tanabe Pharma Corporation,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Suita,Japan,True,MP-513
NCT04305587,Multiple Escalating Oral Doses Study of PF-07081532 in Adult Participants With Type 2 Diabetes Mellitus,COMPLETED,2020-03-16,2020-03-12,Pfizer,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Anaheim,United States,True,PF-07081532
NCT04889157,"A Study to Evaluate the Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of PF-06882961 in Chinese Adults With Type 2 Diabetes Mellitus",COMPLETED,2021-07-07,2021-05-17,Pfizer,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,20 Years,ADULT,Beijing,China,True,PF-06882961
NCT03751735,Efficacy of Wharton Jelly in Erectile Dysfunction,COMPLETED,2017-01-27,2018-11-23,Sophia Al-Adwan,OTHER,Erectile Dysfunction Associated With Type 2 Diabetes Mellitus,INTERVENTIONAL,MALE,25 Years,ADULT,Amman,Jordan,False,Wharton Jelly Mesenchymal stem cells
NCT03944616,Study Of Drinks With Artificial Sweeteners in People With Type 2 Diabetes,COMPLETED,2019-06-06,2019-05-09,"University of California, Irvine",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,35 Years,ADULT,Irvine,United States,False,Diet Beverage
NCT01421459,A Study in Adults With Type 2 Diabetes,COMPLETED,2011-09,2011-08-22,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Montgomery,United States,True,LY2963016
NCT02229227,Safety and Efficacy of Albiglutide + Insulin Glargine Versus Insulin Lispro + Insulin Glargine Subjects With Type 2 Diabetes Mellitus,COMPLETED,2014-11-21,2014-09-01,GlaxoSmithKline,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Searcy,United States,True,Albiglutide
NCT04663282,A Trial of INS068 in Patients With Type 2 Diabetes Not Adequately Controlled With One or Two Oral Antidiabetics,COMPLETED,2021-02-04,2020-12-10,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Huntington Park,United States,False,INS068 injection
NCT03555591,"Specified Drug-Use Survey of Trelagliptin Tablets ""Survey on Long-term Use in Patients With Type 2 Diabetes Mellitus""",COMPLETED,2016-05-01,2018-06-13,Takeda,INDUSTRY,Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,,CHILD,Tokyo,Japan,True,Trelagliptin
NCT04191525,Phase II Clinical Trial to Evaluate the Efficacy and Safety of the Treatment With BPL-1 in Adult Patients With Type 2 Diabetes Mellitus,COMPLETED,2018-09-10,2019-12-09,Mónica Marazuela Azpíroz,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Madrid,Spain,False,BPL-1 Probiotic capsules
NCT04701424,Closed-loop in Adults With T2D Not Requiring Dialysis,COMPLETED,2020-12-16,2021-01-08,University of Cambridge,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Cambridge,United Kingdom,False,CamAPS HX Closed-loop
NCT01038089,Pilot Study Of The Effects Of Resveratrol On Endothelial Function In Subjects With Type 2 Diabetes Mellitus,COMPLETED,2010-01,2009-12-23,Boston University,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,21 Years,ADULT,Boston,United States,False,Resveratrol
NCT03189407,Effect of Moringa Oleifera on Metformin Plasma Level in Type 2 Diabetes Mellitus Patients,COMPLETED,2016-03-01,2017-06-16,Titilayo O Fakeye,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,49 Years,ADULT,,,False,Moringa oleifera tea
NCT04386187,Glutathione-rich Foods for Type 2 Diabetes,COMPLETED,2020-07-28,2020-05-13,"University of California, San Diego",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,San Diego,United States,False,GSH Foods
NCT02077452,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HMS5552 in Patients With Type 2 Diabetes",COMPLETED,2014-03,2014-03-04,Hua Medicine Limited,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,,,False,HMS5552
NCT01719640,MSC and MC in Type 2 Diabetes Mellitus,COMPLETED,2011-01,2012-11-01,Fuzhou General Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,40 Years,ADULT,Fuzhou,China,False,infusion of MSCs
NCT04564872,HSK7653 Metformin Add-on Study in Patients With Type 2 Diabetes Mellitus,COMPLETED,2020-11-13,2020-09-25,"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Beijing,China,False,HSK7653 10 mg Q2W
NCT05963022,A Study of Tirzepatide (LY3298176) in Chinese Participants With Type 2 Diabetes (SURPASS-CN-MONO),COMPLETED,2023-08-21,2023-07-27,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Beijing,China,False,Tirzepatide
NCT01677013,Autologous Bone Marrow Mononuclear Cell Transplantation in Treating Type 2 Diabetes Mellitus,COMPLETED,2011-05,2012-08-31,Peking University Aerospace Centre Hospital,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,30 Years,ADULT,Beijing,China,False,BMMCT
NCT04591782,Investigation of PJ vs. Sugar on Glucose Levels in Healthy and Prediabetic Subjects,COMPLETED,2019-02-01,2020-10-19,"University of California, Los Angeles",OTHER,Diabete Type 2,INTERVENTIONAL,ALL,20 Years,ADULT,Los Angeles,United States,False,PomJuice
NCT01029704,Safety and Efficacy Study of EGT0001442 in Subjects With Type 2 Diabetes Mellitus,COMPLETED,2009-12,2009-12-10,Theracos,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,True,EGT0001442
NCT00494013,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes (IOOY),COMPLETED,2007-08,2007-06-29,Eli Lilly and Company,INDUSTRY,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,18 Years,ADULT,Hueytown,United States,True,Insulin Lispro Protamine Suspension
NCT05553145,The Prevalence of Autoimmune Antibodies in Patients with Type 2 Diabetes Managed by Endocrinology Vs. Primary Care,COMPLETED,2022-09-01,2022-09-23,The Cleveland Clinic,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,18 Years,ADULT,Twinsburg,United States,False,Autoimmune Antibody Assays
NCT03928379,A Study of LY3305677 in Participants With Type 2 Diabetes,COMPLETED,2019-10-27,2019-04-26,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,20 Years,ADULT,Neuss,Germany,False,LY3305677
NCT02152371,A Study of Dulaglutide (LY2189265) in Participants With Type II Diabetes,COMPLETED,2014-05,2014-06-02,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Fresno,United States,True,Dulaglutide
NCT03315780,A Study of the Glucodynamic Effects of Dulaglutide (LY2189265) in Japanese Participants With Type 2 Diabetes,COMPLETED,2017-10-28,2017-10-20,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,Fukuoka,Japan,True,Dulaglutide
NCT02371239,SIT LESS 2: Effect of Sitting Less on Glucose Regulation in People With Diabetes Mellitus Type 2,COMPLETED,2015-02,2015-02-25,Maastricht University Medical Center,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,40 Years,ADULT,Maastricht,Netherlands,False,Physical activity intervention
NCT05386849,Closed Loop Glucose Control in Patients With Type 2 Diabetes,COMPLETED,2022-05-09,2022-05-23,Ideal Medical Technologies,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Atlanta,United States,False,FUSION closed loop glucose control system
NCT04023539,Effect of Cinnamomum Zeylanicum on Glycemic Levels of Adult Patients With Type 2 Diabetes,COMPLETED,2019-09-04,2019-07-17,Universidad de Sonora,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Hermosillo,Mexico,False,Cinnamomum zeylanicum
NCT00160017,Effectiveness and Cost-effectiveness of the Diabetes Integrated Care Breakthrough Collaborative,COMPLETED,2005-01,2005-09-12,Radboud University Medical Center,OTHER,"Diabetes Mellitus, Non-Insulin-Dependent",OBSERVATIONAL,ALL,18 Years,ADULT,Nijmegen,Netherlands,False,Breakthrough collaborative
NCT03343782,Outcomes of Expanded Autologous Bone Marrow-derived Mesenchymal Stem Cells Therapy in Type II Diabetes,COMPLETED,2017-11-01,2017-11-17,Vinmec Research Institute of Stem Cell and Gene Technology,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Hanoi,Vietnam,False,Expanded autologous bone marrow-derived mesenchymal stem cell
NCT02597049,A Study of Dulaglutide (LY2189265) in Participants With Type 2 Diabetes Mellitus,COMPLETED,2015-11,2015-11-04,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Encino,United States,True,Dulaglutide
NCT00923962,Endothelial and Metabolic Effects of Glucagon-like Peptide-1 (GLP-1) in Coronary Circulation in Patients With Type 2 Diabetes Mellitus,COMPLETED,2009-06,2009-06-18,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Gentofte,Denmark,False,Glucagon like peptide-1
NCT04491253,Social Support Intervention for Self-management of Type 2 Diabetes Mellitus,COMPLETED,2021-09-13,2020-07-29,Universidad de Antioquia,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Medellín,Colombia,False,Social support for diabetes self-management
NCT01258075,Colesevelam for Children With Type 2 Diabetes,COMPLETED,2011-02-24,2010-12-10,Daiichi Sankyo,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,10 Years,CHILD,Tucson,United States,True,High-dose colesevelam
NCT04136067,A Study to Look at How Safe NNC0268-0965 is in People With Type 2 Diabetes,COMPLETED,2019-10-29,2019-10-23,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Neuss,Germany,False,NNC0268-0965
NCT02180646,Impact of Breakfast Composition on Glycemic and Incretin Responses in Individuals With Type 2 Diabetes,COMPLETED,2011-12,2014-07-03,University of Missouri-Columbia,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,21 Years,ADULT,,,True,High protein breakfast
NCT04945109,Wolffia Globosa (Mankai) and Glycemic Control Among Patients With Type 2 Diabetes,COMPLETED,2021-10-19,2021-06-30,Ben-Gurion University of the Negev,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Dimona,Israel,False,Mankai beverage
NCT01230749,A Study of Multiple Oral Doses of JNJ-41443532 in Patients With Type 2 Diabetes Mellitus,COMPLETED,2010-12,2010-10-29,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,25 Years,ADULT,,,True,JNJ-41443532
NCT03199053,Study to Evaluate Safety and Efficacy of Dapagliflozin and Saxagliptin in Patients With Type 2 Diabetes Mellitus (T2DM) Aged 10 to Below 18 Years Old,COMPLETED,2017-10-11,2017-06-26,AstraZeneca,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,10 Years,CHILD,Sacramento,United States,True,Dapagliflozin
NCT02737891,Safety and Efficacy Study of Tesofensine/Metoprolol Treatment in Subjects With Type 2 Diabetes Mellitus,COMPLETED,2016-04,2016-04-14,Saniona,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Neuss,Germany,True,Tesofensine/Metoprolol
